date,hour,day,week,month,quarter,year
31-03-2018 04:26,4,31,4th Week,3,Q1,2018
28-03-2018 03:57,3,28,4th Week,3,Q1,2018
07-02-2019 12:46,12,7,1st Week,2,Q1,2019
24-01-2014 08:11,8,24,4th Week,1,Q1,2014
01-08-2018 19:15,19,1,1st Week,8,Q3,2018
24-12-2020 12:31,12,24,4th Week,12,Q4,2020
05-04-2016 00:38,0,5,1st Week,4,Q2,2016
22-07-2019 16:32,16,22,4th Week,7,Q3,2019
10-07-2020 19:00,19,10,2nd Week,7,Q3,2020
18-03-2019 02:20,2,18,3rd Week,3,Q1,2019
16-06-2014 17:07,17,16,3rd Week,6,Q2,2014
18-08-2016 07:48,7,18,3rd Week,8,Q3,2016
23-03-2018 12:31,12,23,4th Week,3,Q1,2018
01-04-2018 00:16,0,1,1st Week,4,Q2,2018
23-05-2016 14:12,14,23,4th Week,5,Q2,2016
02-07-2019 21:54,21,2,1st Week,7,Q3,2019
09-12-2018 05:16,5,9,2nd Week,12,Q4,2018
04-12-2016 11:44,11,4,1st Week,12,Q4,2016
31-05-2015 05:41,5,31,4th Week,5,Q2,2015
02-10-2020 22:54,22,2,1st Week,10,Q4,2020
12-06-2014 08:27,8,12,2nd Week,6,Q2,2014
05-11-2020 14:13,14,5,1st Week,11,Q4,2020
18-08-2020 03:58,3,18,3rd Week,8,Q3,2020
27-07-2020 19:35,19,27,4th Week,7,Q3,2020
06-04-2016 00:46,0,6,1st Week,4,Q2,2016
26-10-2019 17:59,17,26,4th Week,10,Q4,2019
23-07-2014 09:07,9,23,4th Week,7,Q3,2014
06-03-2018 02:08,2,6,1st Week,3,Q1,2018
02-08-2019 05:36,5,2,1st Week,8,Q3,2019
27-12-2018 13:17,13,27,4th Week,12,Q4,2018
16-10-2014 17:57,17,16,3rd Week,10,Q4,2014
21-07-2017 17:11,17,21,3rd Week,7,Q3,2017
11-06-2016 13:55,13,11,2nd Week,6,Q2,2016
19-01-2016 14:04,14,19,3rd Week,1,Q1,2016
03-04-2017 10:54,10,3,1st Week,4,Q2,2017
01-10-2016 20:27,20,1,1st Week,10,Q4,2016
29-09-2016 21:14,21,29,4th Week,9,Q3,2016
31-03-2017 01:56,1,31,4th Week,3,Q1,2017
14-04-2018 07:21,7,14,2nd Week,4,Q2,2018
10-05-2014 15:46,15,10,2nd Week,5,Q2,2014
20-03-2020 05:57,5,20,3rd Week,3,Q1,2020
26-09-2017 12:21,12,26,4th Week,9,Q3,2017
22-03-2014 21:56,21,22,4th Week,3,Q1,2014
10-12-2017 11:26,11,10,2nd Week,12,Q4,2017
09-07-2020 01:59,1,9,2nd Week,7,Q3,2020
10-09-2015 09:21,9,10,2nd Week,9,Q3,2015
21-11-2016 12:44,12,21,3rd Week,11,Q4,2016
29-06-2020 06:56,6,29,4th Week,6,Q2,2020
04-10-2014 23:00,23,4,1st Week,10,Q4,2014
11-06-2018 00:40,0,11,2nd Week,6,Q2,2018
24-12-2014 06:03,6,24,4th Week,12,Q4,2014
21-12-2016 19:34,19,21,3rd Week,12,Q4,2016
26-06-2019 05:47,5,26,4th Week,6,Q2,2019
10-03-2018 05:03,5,10,2nd Week,3,Q1,2018
08-02-2016 19:35,19,8,2nd Week,2,Q1,2016
29-03-2018 19:56,19,29,4th Week,3,Q1,2018
27-11-2018 23:08,23,27,4th Week,11,Q4,2018
22-11-2020 14:32,14,22,4th Week,11,Q4,2020
10-08-2019 05:33,5,10,2nd Week,8,Q3,2019
04-12-2017 10:46,10,4,1st Week,12,Q4,2017
21-09-2020 06:58,6,21,3rd Week,9,Q3,2020
21-02-2019 20:43,20,21,3rd Week,2,Q1,2019
03-03-2014 08:16,8,3,1st Week,3,Q1,2014
22-08-2014 00:48,0,22,4th Week,8,Q3,2014
20-07-2015 19:11,19,20,3rd Week,7,Q3,2015
11-03-2015 09:46,9,11,2nd Week,3,Q1,2015
19-03-2018 20:39,20,19,3rd Week,3,Q1,2018
28-08-2015 08:45,8,28,4th Week,8,Q3,2015
09-08-2015 08:53,8,9,2nd Week,8,Q3,2015
28-08-2016 18:50,18,28,4th Week,8,Q3,2016
09-11-2015 11:19,11,9,2nd Week,11,Q4,2015
21-07-2016 18:45,18,21,3rd Week,7,Q3,2016
12-05-2015 21:35,21,12,2nd Week,5,Q2,2015
06-04-2017 06:53,6,6,1st Week,4,Q2,2017
30-11-2018 09:30,9,30,4th Week,11,Q4,2018
04-05-2019 15:03,15,4,1st Week,5,Q2,2019
15-05-2014 17:54,17,15,3rd Week,5,Q2,2014
08-02-2017 05:49,5,8,2nd Week,2,Q1,2017
23-05-2020 05:40,5,23,4th Week,5,Q2,2020
30-07-2018 06:11,6,30,4th Week,7,Q3,2018
04-03-2019 19:19,19,4,1st Week,3,Q1,2019
19-12-2016 14:00,14,19,3rd Week,12,Q4,2016
29-09-2014 20:39,20,29,4th Week,9,Q3,2014
09-12-2018 19:16,19,9,2nd Week,12,Q4,2018
29-09-2017 19:33,19,29,4th Week,9,Q3,2017
24-10-2020 03:48,3,24,4th Week,10,Q4,2020
27-06-2015 06:08,6,27,4th Week,6,Q2,2015
21-10-2016 00:29,0,21,3rd Week,10,Q4,2016
16-01-2021 22:01,22,16,3rd Week,1,Q1,2021
05-01-2019 00:27,0,5,1st Week,1,Q1,2019
01-06-2014 02:06,2,1,1st Week,6,Q2,2014
23-01-2020 07:53,7,23,4th Week,1,Q1,2020
20-11-2016 19:35,19,20,3rd Week,11,Q4,2016
26-02-2018 01:46,1,26,4th Week,2,Q1,2018
14-01-2021 06:28,6,14,2nd Week,1,Q1,2021
29-10-2018 10:40,10,29,4th Week,10,Q4,2018
23-10-2020 21:08,21,23,4th Week,10,Q4,2020
16-09-2016 14:36,14,16,3rd Week,9,Q3,2016
31-03-2017 19:51,19,31,4th Week,3,Q1,2017
29-09-2018 02:26,2,29,4th Week,9,Q3,2018
13-07-2020 14:40,14,13,2nd Week,7,Q3,2020
17-06-2019 12:09,12,17,3rd Week,6,Q2,2019
05-09-2015 08:46,8,5,1st Week,9,Q3,2015
03-10-2016 23:36,23,3,1st Week,10,Q4,2016
17-01-2017 08:21,8,17,3rd Week,1,Q1,2017
06-04-2015 19:24,19,6,1st Week,4,Q2,2015
25-12-2017 19:31,19,25,4th Week,12,Q4,2017
22-10-2018 13:16,13,22,4th Week,10,Q4,2018
13-09-2019 01:41,1,13,2nd Week,9,Q3,2019
20-06-2016 02:10,2,20,3rd Week,6,Q2,2016
18-11-2017 19:00,19,18,3rd Week,11,Q4,2017
09-11-2020 17:38,17,9,2nd Week,11,Q4,2020
17-05-2015 22:00,22,17,3rd Week,5,Q2,2015
05-06-2018 15:41,15,5,1st Week,6,Q2,2018
19-05-2016 06:55,6,19,3rd Week,5,Q2,2016
31-01-2016 01:43,1,31,4th Week,1,Q1,2016
07-03-2019 17:02,17,7,1st Week,3,Q1,2019
15-08-2017 02:43,2,15,3rd Week,8,Q3,2017
11-02-2015 03:06,3,11,2nd Week,2,Q1,2015
27-09-2014 21:05,21,27,4th Week,9,Q3,2014
18-06-2018 08:59,8,18,3rd Week,6,Q2,2018
07-10-2018 15:21,15,7,1st Week,10,Q4,2018
17-06-2018 07:26,7,17,3rd Week,6,Q2,2018
25-09-2015 13:47,13,25,4th Week,9,Q3,2015
28-07-2017 04:13,4,28,4th Week,7,Q3,2017
22-04-2019 21:32,21,22,4th Week,4,Q2,2019
04-10-2018 01:04,1,4,1st Week,10,Q4,2018
22-08-2017 22:20,22,22,4th Week,8,Q3,2017
23-10-2018 15:36,15,23,4th Week,10,Q4,2018
09-10-2015 10:25,10,9,2nd Week,10,Q4,2015
20-04-2015 04:38,4,20,3rd Week,4,Q2,2015
03-08-2020 03:28,3,3,1st Week,8,Q3,2020
10-04-2018 00:12,0,10,2nd Week,4,Q2,2018
12-04-2015 16:17,16,12,2nd Week,4,Q2,2015
16-07-2017 07:05,7,16,3rd Week,7,Q3,2017
24-05-2018 21:08,21,24,4th Week,5,Q2,2018
27-02-2020 10:14,10,27,4th Week,2,Q1,2020
04-12-2014 01:07,1,4,1st Week,12,Q4,2014
06-05-2016 03:50,3,6,1st Week,5,Q2,2016
03-09-2020 23:34,23,3,1st Week,9,Q3,2020
30-09-2015 19:25,19,30,4th Week,9,Q3,2015
05-12-2015 15:43,15,5,1st Week,12,Q4,2015
26-02-2020 21:29,21,26,4th Week,2,Q1,2020
08-04-2016 20:28,20,8,2nd Week,4,Q2,2016
23-07-2015 16:37,16,23,4th Week,7,Q3,2015
15-03-2016 18:56,18,15,3rd Week,3,Q1,2016
21-03-2014 11:55,11,21,3rd Week,3,Q1,2014
20-12-2016 04:11,4,20,3rd Week,12,Q4,2016
07-06-2020 00:14,0,7,1st Week,6,Q2,2020
17-09-2018 16:40,16,17,3rd Week,9,Q3,2018
06-01-2021 22:32,22,6,1st Week,1,Q1,2021
24-05-2019 01:23,1,24,4th Week,5,Q2,2019
04-10-2014 02:53,2,4,1st Week,10,Q4,2014
14-06-2014 09:45,9,14,2nd Week,6,Q2,2014
30-12-2020 16:03,16,30,4th Week,12,Q4,2020
30-06-2015 10:12,10,30,4th Week,6,Q2,2015
24-12-2018 00:14,0,24,4th Week,12,Q4,2018
02-10-2019 10:15,10,2,1st Week,10,Q4,2019
03-11-2020 03:54,3,3,1st Week,11,Q4,2020
07-04-2020 15:36,15,7,1st Week,4,Q2,2020
16-02-2015 14:16,14,16,3rd Week,2,Q1,2015
22-12-2016 22:58,22,22,4th Week,12,Q4,2016
20-07-2020 03:32,3,20,3rd Week,7,Q3,2020
11-07-2016 06:32,6,11,2nd Week,7,Q3,2016
24-08-2015 13:38,13,24,4th Week,8,Q3,2015
02-03-2020 14:29,14,2,1st Week,3,Q1,2020
20-05-2018 14:30,14,20,3rd Week,5,Q2,2018
18-04-2020 20:17,20,18,3rd Week,4,Q2,2020
01-11-2017 02:42,2,1,1st Week,11,Q4,2017
26-09-2014 17:28,17,26,4th Week,9,Q3,2014
10-09-2015 02:21,2,10,2nd Week,9,Q3,2015
22-10-2017 08:45,8,22,4th Week,10,Q4,2017
04-03-2019 18:13,18,4,1st Week,3,Q1,2019
22-03-2017 07:40,7,22,4th Week,3,Q1,2017
06-01-2015 06:42,6,6,1st Week,1,Q1,2015
15-01-2015 21:06,21,15,3rd Week,1,Q1,2015
20-06-2016 10:50,10,20,3rd Week,6,Q2,2016
16-01-2021 10:39,10,16,3rd Week,1,Q1,2021
23-02-2016 10:00,10,23,4th Week,2,Q1,2016
23-09-2016 12:54,12,23,4th Week,9,Q3,2016
29-08-2016 13:46,13,29,4th Week,8,Q3,2016
03-02-2017 04:34,4,3,1st Week,2,Q1,2017
11-10-2017 09:54,9,11,2nd Week,10,Q4,2017
09-06-2017 03:00,3,9,2nd Week,6,Q2,2017
23-02-2014 07:45,7,23,4th Week,2,Q1,2014
15-05-2015 14:04,14,15,3rd Week,5,Q2,2015
13-07-2017 19:00,19,13,2nd Week,7,Q3,2017
23-10-2017 14:45,14,23,4th Week,10,Q4,2017
18-01-2015 14:41,14,18,3rd Week,1,Q1,2015
16-11-2017 12:14,12,16,3rd Week,11,Q4,2017
04-03-2020 05:31,5,4,1st Week,3,Q1,2020
24-10-2016 03:39,3,24,4th Week,10,Q4,2016
01-11-2017 16:09,16,1,1st Week,11,Q4,2017
05-11-2020 03:32,3,5,1st Week,11,Q4,2020
06-12-2015 18:03,18,6,1st Week,12,Q4,2015
02-01-2015 17:28,17,2,1st Week,1,Q1,2015
01-11-2016 18:08,18,1,1st Week,11,Q4,2016
09-11-2017 04:39,4,9,2nd Week,11,Q4,2017
02-02-2018 15:22,15,2,1st Week,2,Q1,2018
15-12-2017 05:53,5,15,3rd Week,12,Q4,2017
29-03-2018 04:18,4,29,4th Week,3,Q1,2018
21-12-2015 17:33,17,21,3rd Week,12,Q4,2015
16-04-2020 02:40,2,16,3rd Week,4,Q2,2020
26-02-2018 20:29,20,26,4th Week,2,Q1,2018
09-06-2014 15:39,15,9,2nd Week,6,Q2,2014
28-09-2018 09:30,9,28,4th Week,9,Q3,2018
15-11-2019 15:24,15,15,3rd Week,11,Q4,2019
13-07-2016 23:12,23,13,2nd Week,7,Q3,2016
10-03-2016 19:45,19,10,2nd Week,3,Q1,2016
11-06-2018 00:09,0,11,2nd Week,6,Q2,2018
20-06-2015 16:12,16,20,3rd Week,6,Q2,2015
25-05-2018 16:11,16,25,4th Week,5,Q2,2018
12-01-2017 10:24,10,12,2nd Week,1,Q1,2017
28-12-2016 00:46,0,28,4th Week,12,Q4,2016
07-09-2015 23:46,23,7,1st Week,9,Q3,2015
11-05-2020 17:47,17,11,2nd Week,5,Q2,2020
19-10-2017 11:36,11,19,3rd Week,10,Q4,2017
18-03-2018 10:55,10,18,3rd Week,3,Q1,2018
02-05-2018 17:28,17,2,1st Week,5,Q2,2018
26-09-2017 12:08,12,26,4th Week,9,Q3,2017
11-04-2018 15:30,15,11,2nd Week,4,Q2,2018
16-06-2018 08:44,8,16,3rd Week,6,Q2,2018
18-02-2014 16:35,16,18,3rd Week,2,Q1,2014
31-08-2020 04:49,4,31,4th Week,8,Q3,2020
19-06-2020 11:49,11,19,3rd Week,6,Q2,2020
30-05-2014 21:52,21,30,4th Week,5,Q2,2014
02-12-2017 23:26,23,2,1st Week,12,Q4,2017
14-02-2020 14:08,14,14,2nd Week,2,Q1,2020
16-01-2019 18:08,18,16,3rd Week,1,Q1,2019
16-04-2014 02:27,2,16,3rd Week,4,Q2,2014
30-11-2020 14:40,14,30,4th Week,11,Q4,2020
09-02-2015 15:56,15,9,2nd Week,2,Q1,2015
29-12-2014 01:18,1,29,4th Week,12,Q4,2014
30-01-2017 11:11,11,30,4th Week,1,Q1,2017
13-09-2015 09:25,9,13,2nd Week,9,Q3,2015
16-12-2015 09:48,9,16,3rd Week,12,Q4,2015
08-06-2017 14:12,14,8,2nd Week,6,Q2,2017
11-05-2017 10:12,10,11,2nd Week,5,Q2,2017
12-02-2017 14:25,14,12,2nd Week,2,Q1,2017
04-06-2014 03:47,3,4,1st Week,6,Q2,2014
27-07-2019 23:48,23,27,4th Week,7,Q3,2019
24-11-2020 06:41,6,24,4th Week,11,Q4,2020
09-08-2018 21:08,21,9,2nd Week,8,Q3,2018
11-05-2018 19:11,19,11,2nd Week,5,Q2,2018
01-06-2017 04:51,4,1,1st Week,6,Q2,2017
15-03-2017 15:34,15,15,3rd Week,3,Q1,2017
09-05-2020 17:07,17,9,2nd Week,5,Q2,2020
09-12-2015 00:52,0,9,2nd Week,12,Q4,2015
07-11-2016 03:23,3,7,1st Week,11,Q4,2016
13-11-2019 13:02,13,13,2nd Week,11,Q4,2019
26-01-2020 14:20,14,26,4th Week,1,Q1,2020
16-03-2018 23:42,23,16,3rd Week,3,Q1,2018
16-08-2015 22:37,22,16,3rd Week,8,Q3,2015
17-12-2015 17:53,17,17,3rd Week,12,Q4,2015
12-10-2016 12:35,12,12,2nd Week,10,Q4,2016
27-02-2020 03:11,3,27,4th Week,2,Q1,2020
07-01-2020 07:24,7,7,1st Week,1,Q1,2020
22-05-2014 10:43,10,22,4th Week,5,Q2,2014
22-09-2020 07:48,7,22,4th Week,9,Q3,2020
27-07-2018 21:52,21,27,4th Week,7,Q3,2018
30-05-2017 18:56,18,30,4th Week,5,Q2,2017
16-12-2020 19:16,19,16,3rd Week,12,Q4,2020
10-07-2016 06:41,6,10,2nd Week,7,Q3,2016
29-09-2015 02:15,2,29,4th Week,9,Q3,2015
11-08-2017 07:15,7,11,2nd Week,8,Q3,2017
07-10-2016 11:17,11,7,1st Week,10,Q4,2016
07-10-2018 06:31,6,7,1st Week,10,Q4,2018
13-03-2016 06:19,6,13,2nd Week,3,Q1,2016
06-12-2019 17:14,17,6,1st Week,12,Q4,2019
05-07-2019 16:27,16,5,1st Week,7,Q3,2019
09-10-2015 14:40,14,9,2nd Week,10,Q4,2015
13-09-2019 11:47,11,13,2nd Week,9,Q3,2019
14-11-2017 14:20,14,14,2nd Week,11,Q4,2017
12-05-2019 03:54,3,12,2nd Week,5,Q2,2019
12-02-2015 21:45,21,12,2nd Week,2,Q1,2015
28-09-2017 03:10,3,28,4th Week,9,Q3,2017
18-01-2019 23:51,23,18,3rd Week,1,Q1,2019
16-02-2019 03:34,3,16,3rd Week,2,Q1,2019
02-10-2018 22:32,22,2,1st Week,10,Q4,2018
03-05-2016 19:34,19,3,1st Week,5,Q2,2016
04-04-2020 13:03,13,4,1st Week,4,Q2,2020
02-10-2014 03:01,3,2,1st Week,10,Q4,2014
22-01-2017 16:51,16,22,4th Week,1,Q1,2017
31-05-2020 19:52,19,31,4th Week,5,Q2,2020
03-05-2015 22:15,22,3,1st Week,5,Q2,2015
06-12-2015 00:14,0,6,1st Week,12,Q4,2015
13-11-2015 04:45,4,13,2nd Week,11,Q4,2015
25-07-2016 07:23,7,25,4th Week,7,Q3,2016
05-10-2016 12:39,12,5,1st Week,10,Q4,2016
10-12-2016 01:56,1,10,2nd Week,12,Q4,2016
23-08-2019 12:19,12,23,4th Week,8,Q3,2019
25-05-2018 16:58,16,25,4th Week,5,Q2,2018
05-04-2020 21:10,21,5,1st Week,4,Q2,2020
25-01-2014 07:54,7,25,4th Week,1,Q1,2014
18-01-2017 00:42,0,18,3rd Week,1,Q1,2017
01-08-2017 16:41,16,1,1st Week,8,Q3,2017
09-02-2017 18:51,18,9,2nd Week,2,Q1,2017
29-07-2014 20:41,20,29,4th Week,7,Q3,2014
31-03-2016 12:17,12,31,4th Week,3,Q1,2016
21-11-2019 16:39,16,21,3rd Week,11,Q4,2019
22-03-2019 09:24,9,22,4th Week,3,Q1,2019
07-10-2017 20:33,20,7,1st Week,10,Q4,2017
17-04-2014 04:47,4,17,3rd Week,4,Q2,2014
24-03-2015 05:21,5,24,4th Week,3,Q1,2015
15-05-2016 12:34,12,15,3rd Week,5,Q2,2016
08-05-2014 17:36,17,8,2nd Week,5,Q2,2014
14-09-2020 10:38,10,14,2nd Week,9,Q3,2020
27-08-2015 07:18,7,27,4th Week,8,Q3,2015
23-10-2019 11:59,11,23,4th Week,10,Q4,2019
11-10-2020 02:41,2,11,2nd Week,10,Q4,2020
06-08-2014 14:57,14,6,1st Week,8,Q3,2014
10-08-2020 05:39,5,10,2nd Week,8,Q3,2020
01-06-2018 12:49,12,1,1st Week,6,Q2,2018
18-12-2019 00:28,0,18,3rd Week,12,Q4,2019
26-04-2014 01:00,1,26,4th Week,4,Q2,2014
11-10-2017 00:34,0,11,2nd Week,10,Q4,2017
06-12-2016 23:39,23,6,1st Week,12,Q4,2016
19-04-2015 06:20,6,19,3rd Week,4,Q2,2015
23-11-2019 08:10,8,23,4th Week,11,Q4,2019
08-11-2014 16:27,16,8,2nd Week,11,Q4,2014
30-04-2014 05:10,5,30,4th Week,4,Q2,2014
02-06-2020 13:13,13,2,1st Week,6,Q2,2020
29-06-2020 07:19,7,29,4th Week,6,Q2,2020
19-02-2015 10:05,10,19,3rd Week,2,Q1,2015
09-03-2016 06:34,6,9,2nd Week,3,Q1,2016
30-05-2019 02:19,2,30,4th Week,5,Q2,2019
16-09-2017 07:11,7,16,3rd Week,9,Q3,2017
14-11-2019 07:45,7,14,2nd Week,11,Q4,2019
07-07-2016 15:38,15,7,1st Week,7,Q3,2016
17-03-2017 02:56,2,17,3rd Week,3,Q1,2017
01-11-2017 13:24,13,1,1st Week,11,Q4,2017
25-07-2014 10:20,10,25,4th Week,7,Q3,2014
25-01-2015 03:21,3,25,4th Week,1,Q1,2015
29-05-2020 21:42,21,29,4th Week,5,Q2,2020
29-05-2017 07:44,7,29,4th Week,5,Q2,2017
10-10-2020 18:01,18,10,2nd Week,10,Q4,2020
26-01-2017 00:50,0,26,4th Week,1,Q1,2017
30-05-2014 14:27,14,30,4th Week,5,Q2,2014
02-02-2017 11:00,11,2,1st Week,2,Q1,2017
18-04-2018 22:52,22,18,3rd Week,4,Q2,2018
17-01-2015 22:17,22,17,3rd Week,1,Q1,2015
18-01-2017 05:33,5,18,3rd Week,1,Q1,2017
11-02-2019 17:40,17,11,2nd Week,2,Q1,2019
24-04-2019 15:01,15,24,4th Week,4,Q2,2019
01-02-2014 03:53,3,1,1st Week,2,Q1,2014
05-05-2020 04:53,4,5,1st Week,5,Q2,2020
07-10-2019 09:27,9,7,1st Week,10,Q4,2019
10-11-2020 13:20,13,10,2nd Week,11,Q4,2020
20-05-2019 03:31,3,20,3rd Week,5,Q2,2019
20-07-2018 15:30,15,20,3rd Week,7,Q3,2018
27-10-2014 10:45,10,27,4th Week,10,Q4,2014
28-03-2016 00:06,0,28,4th Week,3,Q1,2016
29-11-2017 08:56,8,29,4th Week,11,Q4,2017
06-09-2018 08:35,8,6,1st Week,9,Q3,2018
02-03-2019 09:46,9,2,1st Week,3,Q1,2019
17-02-2015 01:02,1,17,3rd Week,2,Q1,2015
14-10-2015 07:35,7,14,2nd Week,10,Q4,2015
31-03-2016 04:05,4,31,4th Week,3,Q1,2016
08-03-2016 21:06,21,8,2nd Week,3,Q1,2016
27-08-2020 13:04,13,27,4th Week,8,Q3,2020
30-01-2016 08:31,8,30,4th Week,1,Q1,2016
07-10-2020 15:21,15,7,1st Week,10,Q4,2020
27-09-2015 15:43,15,27,4th Week,9,Q3,2015
25-01-2019 02:32,2,25,4th Week,1,Q1,2019
10-07-2017 01:59,1,10,2nd Week,7,Q3,2017
13-01-2019 04:52,4,13,2nd Week,1,Q1,2019
26-01-2014 11:23,11,26,4th Week,1,Q1,2014
10-01-2021 22:25,22,10,2nd Week,1,Q1,2021
20-01-2016 08:15,8,20,3rd Week,1,Q1,2016
25-02-2019 07:17,7,25,4th Week,2,Q1,2019
21-07-2015 01:33,1,21,3rd Week,7,Q3,2015
22-01-2021 04:56,4,22,4th Week,1,Q1,2021
05-06-2017 06:31,6,5,1st Week,6,Q2,2017
19-06-2020 00:48,0,19,3rd Week,6,Q2,2020
09-03-2020 23:52,23,9,2nd Week,3,Q1,2020
19-06-2020 01:31,1,19,3rd Week,6,Q2,2020
08-09-2014 08:32,8,8,2nd Week,9,Q3,2014
01-07-2020 13:06,13,1,1st Week,7,Q3,2020
04-01-2021 08:03,8,4,1st Week,1,Q1,2021
19-11-2020 07:39,7,19,3rd Week,11,Q4,2020
15-08-2017 13:35,13,15,3rd Week,8,Q3,2017
28-09-2017 06:03,6,28,4th Week,9,Q3,2017
27-11-2014 00:13,0,27,4th Week,11,Q4,2014
20-09-2017 12:16,12,20,3rd Week,9,Q3,2017
05-01-2020 18:23,18,5,1st Week,1,Q1,2020
25-09-2014 07:34,7,25,4th Week,9,Q3,2014
15-06-2017 17:03,17,15,3rd Week,6,Q2,2017
07-08-2018 01:07,1,7,1st Week,8,Q3,2018
10-01-2018 21:52,21,10,2nd Week,1,Q1,2018
25-06-2014 22:59,22,25,4th Week,6,Q2,2014
03-12-2019 10:05,10,3,1st Week,12,Q4,2019
08-09-2016 09:34,9,8,2nd Week,9,Q3,2016
20-11-2017 16:01,16,20,3rd Week,11,Q4,2017
15-08-2020 18:53,18,15,3rd Week,8,Q3,2020
16-12-2014 23:43,23,16,3rd Week,12,Q4,2014
26-08-2020 20:22,20,26,4th Week,8,Q3,2020
12-05-2016 01:49,1,12,2nd Week,5,Q2,2016
08-04-2014 13:48,13,8,2nd Week,4,Q2,2014
28-03-2017 07:40,7,28,4th Week,3,Q1,2017
06-07-2015 11:54,11,6,1st Week,7,Q3,2015
17-05-2019 06:38,6,17,3rd Week,5,Q2,2019
07-04-2015 18:22,18,7,1st Week,4,Q2,2015
25-07-2019 23:49,23,25,4th Week,7,Q3,2019
07-04-2014 06:29,6,7,1st Week,4,Q2,2014
07-02-2017 01:31,1,7,1st Week,2,Q1,2017
20-11-2020 05:41,5,20,3rd Week,11,Q4,2020
18-04-2019 15:55,15,18,3rd Week,4,Q2,2019
31-07-2019 04:11,4,31,4th Week,7,Q3,2019
03-03-2019 00:51,0,3,1st Week,3,Q1,2019
13-01-2021 20:59,20,13,2nd Week,1,Q1,2021
26-12-2014 19:45,19,26,4th Week,12,Q4,2014
16-11-2015 04:16,4,16,3rd Week,11,Q4,2015
21-03-2018 23:54,23,21,3rd Week,3,Q1,2018
02-02-2019 17:48,17,2,1st Week,2,Q1,2019
20-03-2017 04:38,4,20,3rd Week,3,Q1,2017
12-09-2014 09:21,9,12,2nd Week,9,Q3,2014
10-02-2016 16:57,16,10,2nd Week,2,Q1,2016
18-02-2015 10:59,10,18,3rd Week,2,Q1,2015
28-09-2015 12:57,12,28,4th Week,9,Q3,2015
03-03-2016 00:26,0,3,1st Week,3,Q1,2016
19-09-2017 16:09,16,19,3rd Week,9,Q3,2017
31-03-2019 18:16,18,31,4th Week,3,Q1,2019
30-05-2018 05:21,5,30,4th Week,5,Q2,2018
06-04-2015 16:52,16,6,1st Week,4,Q2,2015
10-05-2017 12:15,12,10,2nd Week,5,Q2,2017
16-07-2020 12:40,12,16,3rd Week,7,Q3,2020
08-04-2018 22:01,22,8,2nd Week,4,Q2,2018
02-12-2016 22:42,22,2,1st Week,12,Q4,2016
11-02-2015 03:30,3,11,2nd Week,2,Q1,2015
03-06-2020 22:51,22,3,1st Week,6,Q2,2020
17-01-2015 00:12,0,17,3rd Week,1,Q1,2015
09-10-2019 05:19,5,9,2nd Week,10,Q4,2019
19-09-2018 10:20,10,19,3rd Week,9,Q3,2018
12-02-2016 07:12,7,12,2nd Week,2,Q1,2016
06-08-2014 03:35,3,6,1st Week,8,Q3,2014
02-05-2020 20:06,20,2,1st Week,5,Q2,2020
05-02-2017 05:18,5,5,1st Week,2,Q1,2017
20-01-2021 15:55,15,20,3rd Week,1,Q1,2021
24-01-2015 10:56,10,24,4th Week,1,Q1,2015
08-03-2018 09:11,9,8,2nd Week,3,Q1,2018
08-04-2014 23:54,23,8,2nd Week,4,Q2,2014
09-12-2015 01:44,1,9,2nd Week,12,Q4,2015
28-12-2014 15:56,15,28,4th Week,12,Q4,2014
23-01-2016 07:55,7,23,4th Week,1,Q1,2016
02-04-2016 22:25,22,2,1st Week,4,Q2,2016
23-05-2019 06:59,6,23,4th Week,5,Q2,2019
22-03-2018 10:45,10,22,4th Week,3,Q1,2018
05-09-2014 01:03,1,5,1st Week,9,Q3,2014
12-07-2018 15:10,15,12,2nd Week,7,Q3,2018
21-04-2018 08:26,8,21,3rd Week,4,Q2,2018
17-07-2014 11:11,11,17,3rd Week,7,Q3,2014
04-07-2020 11:16,11,4,1st Week,7,Q3,2020
09-08-2017 03:05,3,9,2nd Week,8,Q3,2017
27-05-2014 11:05,11,27,4th Week,5,Q2,2014
06-05-2018 16:44,16,6,1st Week,5,Q2,2018
19-07-2017 11:26,11,19,3rd Week,7,Q3,2017
16-08-2015 20:38,20,16,3rd Week,8,Q3,2015
19-03-2017 01:12,1,19,3rd Week,3,Q1,2017
07-06-2018 12:49,12,7,1st Week,6,Q2,2018
06-10-2017 22:16,22,6,1st Week,10,Q4,2017
07-11-2015 17:33,17,7,1st Week,11,Q4,2015
13-08-2019 11:23,11,13,2nd Week,8,Q3,2019
30-04-2020 14:17,14,30,4th Week,4,Q2,2020
09-06-2015 08:04,8,9,2nd Week,6,Q2,2015
12-06-2015 10:37,10,12,2nd Week,6,Q2,2015
19-06-2016 10:53,10,19,3rd Week,6,Q2,2016
13-09-2014 22:24,22,13,2nd Week,9,Q3,2014
12-09-2014 21:04,21,12,2nd Week,9,Q3,2014
26-12-2014 07:36,7,26,4th Week,12,Q4,2014
16-10-2014 20:28,20,16,3rd Week,10,Q4,2014
13-05-2015 03:09,3,13,2nd Week,5,Q2,2015
27-11-2014 10:54,10,27,4th Week,11,Q4,2014
11-07-2015 11:22,11,11,2nd Week,7,Q3,2015
29-06-2020 07:02,7,29,4th Week,6,Q2,2020
